Front,Back,Tags
What does an authenticator's authenticate() method return?,A Passport<br><br>authenticate() builds a Passport of badges; the token is produced later by createToken() after CheckPassportEvent resolves the badges.,security
Which passport type suits a valid-API-token flow with no password to verify?,"SelfValidatingPassport with a UserBadge<br><br>When the credential itself proves identity, use SelfValidatingPassport, which carries only a UserBadge — there is nothing further to check.",security
In which namespace does PasswordCredentials live?,"Symfony\Component\Security\Http\Authenticator\Passport\Credentials<br><br>PasswordCredentials and CustomCredentials live under Passport\\Credentials; UserBadge, CsrfTokenBadge, RememberMeBadge, PasswordUpgradeBadge and PreAuthenticatedUserBadge live under Passport\\Badge.",security
Which built-in authenticator uses a token_handler returning a UserBadge?,access_token<br><br>The access_token authenticator delegates to an AccessTokenHandlerInterface whose getUserBadgeFrom() validates the bearer token and returns a UserBadge.,security
An authenticator adds a badge that no CheckPassportEvent listener resolves. What happens?,"Passport::checkIfCompletelyResolved() throws, so authentication fails — you cannot forget to validate a badge<br><br>After CheckPassportEvent, the manager calls Passport::checkIfCompletelyResolved(), which throws if any badge was never marked resolved. This is a deliberate safety net: an unregistered/forgotten badge (e.g. a CsrfTokenBadge with no listener) fails authentication as an AuthenticationException rather than letting an unverified credential slip through. It is neither ignored nor attached to a successful token.",security
"Which of these live in Passport\Badge (i.e. are badges, not credentials)? (choose 3)","UserBadge ; CsrfTokenBadge ; RememberMeBadge<br><br>UserBadge, CsrfTokenBadge, RememberMeBadge (plus PasswordUpgradeBadge and PreAuthenticatedUserBadge) live under Passport\\Badge. PasswordCredentials — like CustomCredentials — lives under Passport\\Credentials, not Badge. This namespace split is a classic exam distinction.",security
What does AbstractLoginFormAuthenticator provide that AbstractAuthenticator does not?,"supports() (POST to the check path), the entry point via getLoginUrl(), and a default onAuthenticationFailure() that redirects back to the login page<br><br>AbstractLoginFormAuthenticator adds form-login plumbing on top of AbstractAuthenticator: supports() (POST to the check path), the entry point start() built from the abstract getLoginUrl(), and a default onAuthenticationFailure() redirecting to the login page — leaving you to write authenticate(), getLoginUrl() and onAuthenticationSuccess(). It does not verify passwords (that is CheckCredentialsListener), does not own the event listeners or the provider; and returning a PostAuthenticationToken is AbstractAuthenticator&#x27;s default, which FormLoginAuthenticator overrides to a UsernamePasswordToken.",security
What is the default AccessDecisionManager strategy?,affirmative<br><br>Affirmative is the default: access is granted if at least one voter returns ACCESS_GRANTED.,security
The base Voter's supports() returns false. What is the resulting vote?,ACCESS_ABSTAIN<br><br>The abstract Voter abstains for unsupported attributes/subjects; it never calls voteOnAttribute() in that case.,security
All voters abstain and allow_if_all_abstain keeps its default. Result?,"Access is denied<br><br>allow_if_all_abstain defaults to false, so if every voter abstains and no one grants, access is denied.",security
What are the integer values of the voter constants?,"ACCESS_GRANTED = 1, ACCESS_ABSTAIN = 0, ACCESS_DENIED = -1<br><br>These integer constants drive the strategy arithmetic in the AccessDecisionManager.",security
"Under the unanimous strategy, one voter denies while another grants. Outcome?",Access is denied — unanimous grants only if no voter denies<br><br>unanimous requires that no voter denies. A single ACCESS_DENIED blocks access regardless of grants (unlike affirmative).,security
"In a Voter, voteOnAttribute() starts with `if (!$user instanceof AppUser) { return false; }`. Why return false rather than abstain?","supports() already accepted the attribute, so this voter owns the decision; with no valid user it must deny — abstaining would wrongly delegate an attribute it claimed<br><br>By the time voteOnAttribute() runs, supports() has already said &quot;this attribute/subject is mine&quot;, so the voter must return a real yes/no. An unauthenticated request carries a NullToken whose getUser() is null (or a user of the wrong class), so there is nobody to authorize — deny (return false). Abstaining would contradict supports(); getUser() genuinely can be null; and voters signal decisions via return values, not by throwing.",security
"Under the unanimous strategy, a voter returns false from voteOnAttribute() for an attribute it does not actually care about. Effect?","false is ACCESS_DENIED, which blocks access under unanimous; unrelated attributes must be filtered out in supports() so the voter abstains<br><br>Returning false from voteOnAttribute() maps to ACCESS_DENIED, not abstain. Under unanimous a single deny blocks access, so a voter that &quot;says no to what isn&#x27;t mine&quot; silently breaks authorization. The correct pattern is to reject unrelated attributes/subjects in supports(), which makes the base Voter abstain (ACCESS_ABSTAIN, no effect). abstain and deny are distinct, and an unsupported attribute does not throw.",security
"With access_decision_manager.strategy set to priority, how is the decision made?","The first voter that does not abstain decides the outcome<br><br>The priority strategy takes the vote of the first (highest-priority) non-abstaining voter as final, letting a high-priority voter short-circuit (e.g. a global &quot;banned user&quot; voter denying before feature voters run). &quot;All must agree&quot; describes unanimous, &quot;majority&quot; describes consensus, and &quot;one grant is enough&quot; describes affirmative.",security
"Which base class do Symfony unit tests extend for pure, kernel-free logic?",PHPUnit\Framework\TestCase<br><br>Symfony ships no unit-test base class; pure unit tests extend PHPUnit&#x27;s TestCase directly. No kernel is booted and no container is built.,testing
"In PHPUnit 11/12, how do you bind a test to a data provider?",#[DataProvider('methodName')] naming a public static method<br><br>The @dataProvider annotation is removed; use the PHPUnit\Framework\Attributes\DataProvider attribute pointing at a public static iterable-returning method.,testing
"You need only canned return values, with no verification of how a collaborator is called. Which double do you create?",A stub via $this->createStub(Foo::class)<br><br>A stub supplies return values but never asserts interactions. A mock adds verifiable expectations you do not need here.,testing
"What does assertSame(1, '1') do?","Fails, because the types differ (strict === comparison)<br><br>assertSame uses ===, so int 1 and string &#x27;1&#x27; are not the same. Use assertEquals for loose (==) comparison.",testing
A method referenced by #[DataProvider('provide')] must be…,public static and return an array or other iterable of argument sets<br><br>PHPUnit\Framework\Attributes\DataProvider names a public static method returning an iterable (array or Generator) of argument arrays; each set becomes one parameterised run of the test.,testing
"A test method carries both #[TestWith([1000, 'FR', 1200])] and #[DataProvider('provideRates')], where provideRates() yields two rows. How many times does PHPUnit execute that test method?","Three times — the #[TestWith] row plus the two provider rows<br><br>#[TestWith] inlines one argument row and #[DataProvider] contributes its iterable rows; they are additive, so the method runs once per row across all data attributes (1 + 2 = 3). #[TestWith] is simply a provider that needs no separate method — it does not replace or disable #[DataProvider].",testing
"In PHPUnit 10+, a data-provider method declared non-static (public function provide()) results in…","An error — provider methods must be public static<br><br>PHPUnit 10+ requires data-provider methods to be public and static; a non-static provider is reported as an error, not a fallback or a mere deprecation. The provider is resolved before any test instance exists, so it cannot depend on instance state.",testing
"True or False: PHPUnit creates a fresh instance of the test class for every test method, so state set in one test does not leak into another.","True<br><br>PHPUnit reflects over the TestCase subclass and, for each test method, builds a new instance, runs setUp(), the test, then tearDown(). Instance properties therefore never carry over between test methods; only static properties (which you should avoid) can leak state.",testing
When is a mock expectation such as $mock->expects(self::once())->method('x') actually verified?,"Automatically during the test's teardown, by PHPUnit's mock verification<br><br>A mock records its expectations and PHPUnit verifies them at teardown; an unmet expectation (e.g. never called when once() was required) then fails the test. This is exactly what distinguishes a mock from a stub, which asserts nothing. There is no manual verify() call in normal usage.",testing
Why can self::getContainer()->get() return a private service in a test?,It returns the special test container (test.service_container) that exposes private/non-shared services<br><br>The test environment (framework.test: true) compiles a TestContainer that keeps references to used private/non-shared services so tests can fetch and replace them. static::$kernel-&gt;getContainer() does not.,testing
How are WebTestCase and KernelTestCase related?,"WebTestCase extends KernelTestCase, adding the HTTP client (createClient())<br><br>WebTestCase adds the KernelBrowser client on top of the kernel-booting KernelTestCase. Use KernelTestCase when you need only the container.",testing
How many times may createClient() be called within a single test?,Once — a second call throws<br><br>Only one kernel/client may be booted per test; calling createClient() again throws a LogicException.,testing
You must test a service that needs the container but sends no HTTP requests. Which base class fits best?,"KernelTestCase — boots the kernel and exposes the container, without an HTTP client<br><br>KernelTestCase boots the kernel and gives you self::getContainer() with no browser. WebTestCase adds the HTTP client and is reserved for tests that make requests; a plain TestCase boots no kernel at all.",testing
Which utility tests a console command's output and exit code without a real terminal?,"CommandTester — call execute([...]) then getDisplay() and getStatusCode()<br><br>Symfony\Component\Console\Tester\CommandTester wraps a single command: execute() supplies input, then getDisplay() returns captured output and getStatusCode() the exit code. ApplicationTester covers the whole app.",testing
"Given config/packages/test/framework.yaml containing `framework: { test: true }`, what does the `test: true` flag enable?","The test.client (KernelBrowser) service and the special test container that exposes private services<br><br>framework.test: true registers the test.client service (returned by createClient()) and triggers the compiler passes that build the TestContainer exposing used private/non-shared services. Without it, createClient() cannot find test.client. It does not toggle redirect following (a client method) nor the profiler, and it only affects the test environment.",testing
What does static::createClient() do to the kernel before returning the client?,"It reboots the kernel so the test starts from fresh container state<br><br>createClient() boots (or reboots) the kernel before handing back the KernelBrowser, guaranteeing clean state. The client also reboots the kernel after each request unless you call disableReboot(). It does not reuse a stale kernel, and it does not disable rebooting by default — that is an explicit opt-out.",testing
"True or False: WebTestCase is a subclass of KernelTestCase, and its only substantive addition is the HTTP client.","True<br><br>WebTestCase extends KernelTestCase; the browser client (createClient() returning a KernelBrowser) is what it adds on top of the kernel-booting and container-access behaviour it inherits. If you do not need HTTP, use KernelTestCase directly.",testing
A private service is never injected anywhere. In the test environment it is…,Still removed — the test container only keeps services that are actually used<br><br>Unused private services are optimised away even in the test container; only used private/non-shared services remain reachable.,testing
"To swap a real service for a mock before making a request in a functional test, you should…","Fetch the test container with self::getContainer() and call ->set('service.id', $mock) before the request<br><br>The test container returned by self::getContainer() allows -&gt;set() to override a (used) service with a double. Do this before issuing the request so the kernel uses the replacement.",testing
What builds the TestContainer (id test.service_container) that keeps otherwise-private services reachable?,"Compiler passes enabled by framework.test: true (the TestServiceContainer weak/real-ref passes)<br><br>When framework.test: true, dedicated compiler passes (TestServiceContainerWeakRefPass / RealRefPass) build a second container, TestContainer (test.service_container), that retains references to used private/non-shared services. It is a compile-time construct, not runtime reflection, and unused private services are still removed.",testing
"A test does: $client = static::createClient(); then self::getContainer()->set(PaymentGateway::class, $mock); then $client->request('POST', '/checkout'); — but the real gateway still runs. What is the most likely fix?","Call $client->disableReboot() before set(), so the replacement survives the reboot that createClient triggers on the next request<br><br>By default the kernel reboots (rebuilding a fresh container) around requests, discarding any set() replacement. disableReboot() keeps the container — and your mock — alive across the request. Calling set() after the request is too late; the class already has visibility (getContainer exposes it); and $kernel-&gt;getContainer() hides private services entirely.",testing
How do you access the test container in a modern Symfony 8 test?,"self::getContainer() — the old static::$container property was removed<br><br>The historical static::$container property is gone; call the self::getContainer() method, which returns the TestContainer. $this-&gt;container does not exist on the base test classes, and static::$kernel-&gt;getContainer() returns the normal container where private services are hidden.",testing
Your controller depends on the current time and an external SMS gateway. What is the best testing approach?,"Replace only the boundaries — swap in a MockClock via ClockInterface and a gateway double — keeping the rest of the graph real<br><br>Replace only external boundaries you must not hit (SMS) or must make deterministic (time via injected ClockInterface + MockClock), leaving the rest of the wiring real so the test proves integration. Mocking everything tests nothing; insulate() runs a subprocess and would still call the real gateway; hand-instantiating with nulls abandons the point of a functional test.",testing
"What does $client->request('GET', '/') return?",A Symfony\Component\DomCrawler\Crawler<br><br>Navigation methods return a Crawler over the response DOM. Fetch the response object with $client-&gt;getResponse().,testing
"By default, after a controller returns a 302 redirect, the test client…","Stops on the redirect so you can assert the Location, until you call followRedirect()<br><br>Auto-follow is off by default. Use followRedirect() to follow the last redirect once, or followRedirects() to toggle auto-following.",testing
Which method keeps a service replaced via getContainer()->set() alive across multiple requests?,"$client->disableReboot()<br><br>By default the kernel reboots after each request, discarding replacements. disableReboot() preserves the container between requests.",testing
A test calls $client->followRedirect() and gets a LogicException. What is the cause?,"The last response was not a redirect (no 3xx / Location to follow)<br><br>followRedirect() follows the last redirect once; if the previous response was not a 3xx there is nothing to follow and it throws a LogicException. It is unrelated to setUp(), css-selector, or the profiler. Assert the redirect first (assertResponseRedirects) before following it.",testing
What is the difference between $client->followRedirect() and $client->followRedirects()?,"followRedirect() follows the last redirect once; followRedirects() toggles automatic following for subsequent requests<br><br>followRedirect() (singular) acts once on the last redirect. followRedirects(true|false) (plural) switches auto-following on or off for the rest of the test. Swapping their meaning is a classic exam trap; followRedirects() is a mode toggle, not a one-shot action.",testing
What is the signature of KernelBrowser::submitForm()?,"submitForm(string $button, array $fieldValues = [], string $method = 'POST')<br><br>You identify the submit button by its text/name/id/value first, then pass the field values and optionally the HTTP method. submitForm() locates the enclosing form for you; if you already hold a Form object, use submit($form).",testing
How does the KernelBrowser actually perform a request?,"It converts the BrowserKit request to an HttpFoundation request and calls HttpKernel::handle() in-process — no real network<br><br>KernelBrowser extends AbstractBrowser; doRequest() builds an HttpFoundation Request and passes it straight to HttpKernel::handle(), so the whole stack (routing, controllers, security) runs in-process with no network. The browser keeps a cookie jar and history from the responses.",testing
$crawler->filter('div.item') requires which component to be installed?,"symfony/css-selector<br><br>filter() converts the CSS selector to XPath via CssSelectorConverter, so the css-selector component is required. filterXPath() works without it.",testing
"$crawler->filter('.missing')->text() throws an InvalidArgumentException. Why, and how do you avoid it?","text() reads the first node and throws on an empty set; pass a default: ->text('') <br><br>Node-reading methods (text(), attr(), html(), nodeName()) operate on the first matched node and throw when the Crawler is empty, unless you supply a default argument, e.g. text(&#x27;&#x27;). The selector is valid CSS and browser-kit is unrelated; html() would throw identically on an empty set.",testing
Which Crawler methods return a NEW Crawler (a subset) rather than reading a scalar value? (choose 3),"filter('css') ; filterXPath('//x') ; first()<br><br>The Crawler is immutable: filter(), filterXPath(), first()/last()/eq() all return a new Crawler holding the matched subset. text() and attr() instead read a scalar from the first node (and throw on an empty set without a default), so they are not node-set operations.",testing
"Internally, how does Crawler::filter() evaluate a CSS selector?","It converts the CSS to XPath via CssSelectorConverter, then delegates to filterXPath()<br><br>filter() uses Symfony\Component\CssSelector\CssSelectorConverter to turn the CSS selector into an XPath expression and then calls filterXPath(); this is why the css-selector component is required for filter() but not for filterXPath(). There is no regex-over-HTML or browser-kit involvement.",testing
$crawler->selectButton('Save')->form(['title' => 'x']) returns…,"A Form pre-filled with the page's current values, with 'title' overridden<br><br>form() builds a Symfony\Component\DomCrawler\Form seeded from the DOM&#x27;s existing field values; the array argument overrides just the fields you name, leaving the rest at their rendered defaults. It is not a plain array, a Response, nor an empty form.",testing
"To follow an anchor with $client->click(), you first obtain a Link with…","$crawler->selectLink('Text')->link()<br><br>selectLink() matches anchors by their visible text (or image alt), and -&gt;link() builds a DomCrawler\Link you pass to $client-&gt;click(). There is no href() or getLink() convenience returning a Link, and Link is not constructed directly from a Crawler in tests.",testing
For which HTTP status codes does assertResponseIsSuccessful() pass?,Any 2xx status<br><br>It asserts the response is in the successful (2xx) range. Use assertResponseStatusCodeSame(n) to check an exact code.,testing
Which assertion checks that an element's text is exactly equal (not a substring)?,"assertSelectorTextSame('h1', 'Hi')<br><br>The ...Same variant requires an exact match; ...Contains checks a substring.",testing
What does the WebTestCase helper assertResponseIsSuccessful() verify?,That the last response has a 2xx status code<br><br>assertResponseIsSuccessful() passes for any 2xx status. These assertResponse*/assertSelector* helpers come from the BrowserKit/DomCrawler assertion traits mixed into WebTestCase; assertSelectorTextContains() checks a CSS-selected element&#x27;s text.,testing
"After a POST that returns a 302, a test does assertSelectorTextContains('h1', 'Welcome') and it fails even though the target page has that heading. Why?","The current DOM is the redirect (302) page, not the target; you must followRedirect() first<br><br>Redirects are not followed automatically, so the Crawler still holds the (near-empty) 302 response, not the destination page. Calling followRedirect() before the selector assertion loads the target DOM. The assertion works fine after POST and does not depend on a prior status assertion.",testing
What does assertResponseRedirects() with no arguments assert?,"Only that the response is a redirect (3xx) — pass a target URL and/or code to be specific<br><br>With no arguments it merely checks the response is a 3xx redirect. Provide assertResponseRedirects(&#x27;/target&#x27;, 302) to also assert the Location and/or the exact status. It does not follow the redirect nor assert success.",testing
Which of these are real WebTestCase assertion helpers? (choose 3),"assertResponseStatusCodeSame(int $code) ; assertRouteSame(string $route) ; assertResponseHasCookie(string $name)<br><br>assertResponseStatusCodeSame, assertRouteSame and assertResponseHasCookie all exist in the BrowserKit/WebTest assertion traits. There is no assertResponseBodyEquals (use getResponse()-&gt;getContent() with a PHPUnit string assertion) nor assertControllerSame helper.",testing
"A form submission with invalid data re-renders the form with HTTP 422. Which assertion best expresses ""the response is a 422 Unprocessable Content""?","self::assertResponseIsUnprocessable()<br><br>assertResponseIsUnprocessable() is the dedicated helper for a 422 status, the conventional code for a form redisplayed with validation errors. assertResponseIsSuccessful() would fail (422 is not 2xx), redirects apply to 3xx, and asserting an error element checks content, not the status.",testing
When must $client->enableProfiler() be called?,Before the request whose profile you want to read<br><br>enableProfiler() opts the next request into profiling; calling it after the request collects nothing and getProfile() returns false.,testing
The recommended way to assert that an email was sent in a functional test is…,"assertEmailCount() / getMailerMessage() from MailerAssertionsTrait<br><br>WebTestCase provides mailer assertions backed by the mailer data collector, so you rarely touch the raw collector.",testing
$client->getProfile() when profiling was not enabled returns…,"false<br><br>getProfile() returns boolean false (not null, not an empty Profile, and it does not throw) when no profile was collected — typically because enableProfiler() was not called before the request. Guard with assertNotFalse($profile) before reading collectors.",testing
"In the test environment, framework.profiler.collect defaults to…","false — profiles are collected only for requests opted in with enableProfiler()<br><br>The test profiler config sets collect: false for speed, so profiling is off unless a test calls enableProfiler() before the request. It is fully configurable and is not limited to redirects.",testing
"A test does: $client->request('GET', '/'); $client->enableProfiler(); $profile = $client->getProfile(); — what is $profile?","false — enableProfiler() was called after the request, so nothing was collected<br><br>enableProfiler() opts in the NEXT request; here it runs after the only request, so that request was never profiled and getProfile() returns false. The call order must be enableProfiler() then request() then getProfile().",testing
You need to assert which route matched and how long a request took — data not visible in the HTML. What do you do?,"enableProfiler() before the request, then read $profile->getCollector('request') and getCollector('time')<br><br>The profiler exposes internals through named data collectors (request, time, events, mailer). Enable it before the request, then read the collectors from the Profile. assertRouteSame covers the route but not the duration; insulate() actually removes in-process profiler access.",testing
What is the second argument of static::createClient()?,"An array of default server parameters (the $_SERVER bag)<br><br>createClient(array $options, array $server) — the second array models server parameters (HTTP_* headers, HTTPS, PHP_AUTH_USER, etc.).",testing
To simulate an 'Accept: application/json' request header via server parameters you set…,"'HTTP_ACCEPT' => 'application/json'<br><br>Request headers become HTTP_-prefixed server parameters. CONTENT_TYPE, HTTPS, PHP_AUTH_USER and PHP_AUTH_PW are the unprefixed exceptions.",testing
What does $client->loginUser($user) do?,"Authenticates the session with the given UserInterface, skipping the login form<br><br>loginUser() injects a security token for a real user object so you can test authorized behaviour without driving the login form.",testing
What is the effect of $client->insulate()?,"Each request runs in a separate PHP subprocess, so in-process profiler/container access is lost<br><br>Insulated requests run in a fresh subprocess to isolate global state, at the cost of losing in-process access to the profiler and container.",testing
Which server parameters are NOT written with the HTTP_ prefix? (choose 3),"CONTENT_TYPE ; PHP_AUTH_USER ; HTTPS<br><br>Following CGI conventions, request headers are exposed as HTTP_&lt;NAME&gt;, but CONTENT_TYPE, HTTPS, PHP_AUTH_USER and PHP_AUTH_PW are special-cased with no prefix. HTTP_ACCEPT and HTTP_X_REQUESTED_WITH are ordinary headers and keep the prefix.",testing
"A test writes $client->request('GET', '/admin', ['PHP_AUTH_USER' => 'admin', 'PHP_AUTH_PW' => 'secret']) and authentication fails. What is wrong?","Server params are the 5th argument of request(); the 3rd is $parameters (query/POST). The auth belongs in $server<br><br>request(string $method, string $uri, array $parameters = [], array $files = [], array $server = [], ...): the credentials were passed as $parameters (query/POST data) instead of the 5th $server argument. PHP_AUTH_USER is correctly unprefixed, and Basic auth is testable via server params — the position is the bug.",testing
$client->loginUser($user) has no effect (the page still redirects to /login). What is a likely cause?,"There is no configured firewall for the path, or the wrong firewall name was targeted, so no token context is stored<br><br>loginUser() stores a pre-authenticated token in the session for a firewall; it needs a real UserInterface and a properly configured firewall covering the requested path (and, for multiple firewalls, the correct firewall name). It is independent of the profiler and insulate(), and its whole point is to skip the login form.",testing
"static::createClient(['debug' => false], ['HTTPS' => true, 'HTTP_HOST' => 'api.example.com']) configures what?","Kernel boot options (debug off) plus default server params (HTTPS + host) applied to every request from this client<br><br>The first array is kernel options (environment/debug); the second is default server parameters merged into every subsequent request(). No request is sent yet, &#x27;debug&#x27; is a boolean option (not an environment name), and the values are defaults, not a one-off request.",testing
Which class must be registered to enable the PHPUnit bridge's deprecation collection and clock/DNS mocking?,"Symfony\Bridge\PhpUnit\SymfonyExtension<br><br>The bridge&#x27;s PHPUnit extension (registered under &lt;extensions&gt;&lt;bootstrap .../&gt;) wires the DeprecationErrorHandler, ClockMock and DnsMock.",testing
How is SYMFONY_DEPRECATIONS_HELPER supplied to PHPUnit?,As an environment/server variable (e.g. in phpunit.dist.xml <php>)<br><br>It is read from the environment; commonly set via &lt;php&gt;&lt;server name=&quot;SYMFONY_DEPRECATIONS_HELPER&quot; .../&gt;&lt;/php&gt; or the shell.,testing
Which SYMFONY_DEPRECATIONS_HELPER value makes the build fail on the very first deprecation?,"max[total]=0<br><br>max[total]=0 sets a zero threshold, so any deprecation fails the suite. weak reports without failing, and disabled=1 turns collection off entirely.",testing
"In phpunit.dist.xml, how is the bridge's extension registered in PHPUnit 11/12?","<extensions><bootstrap class=""Symfony\Bridge\PhpUnit\SymfonyExtension""/></extensions><br><br>PHPUnit 10+ uses the &lt;extensions&gt;&lt;bootstrap .../&gt;&lt;/extensions&gt; mechanism to load the SymfonyExtension. The old &lt;listeners&gt;&lt;listener&gt; (SymfonyTestsListener) approach belongs to PHPUnit 9 and earlier; there is no &lt;php&gt;&lt;extension&gt; tag, and the extension is not auto-registered.",testing
"Your test calls sleep(61) expecting it to be instant (mocked), but it actually sleeps. What is missing?","The test (or class) is not in the time-sensitive group, so ClockMock does not override the time functions<br><br>ClockMock only overrides time(), sleep(), microtime(), etc. for tests in the time-sensitive group (#[Group(&#x27;time-sensitive&#x27;)]); without that group the real functions run. The extension handles registration, sleep() IS among the mocked functions, and the deprecations helper is unrelated.",testing
A service injects Symfony\Component\Clock\ClockInterface. What is the cleanest way to control time in its test?,"Inject a Symfony\Component\Clock\MockClock and advance it, instead of using ClockMock and the time-sensitive group<br><br>For code that injects ClockInterface, swapping a MockClock (which you can advance deterministically) is cleaner and needs no group magic. ClockMock + time-sensitive is the tool for legacy code calling global time()/sleep() directly. Real sleep() is slow, and a one-shot createMock stub cannot model advancing time.",testing
True or False: the bin/simple-phpunit wrapper is the recommended way to run the suite in Symfony 8.,False<br><br>The legacy simple-phpunit wrapper is deprecated in favour of registering SymfonyExtension in the PHPUnit config and running plain PHPUnit (bin/phpunit). The extension provides the same deprecation collection and clock/DNS mocking without the wrapper.,testing
A deprecation triggered deep inside a vendor library's own internals is classified as…,"indirect<br><br>self = your code, direct = a dependency you call directly, indirect = deep inside a dependency&#x27;s internals, legacy = tests excluded from thresholds.",testing
What does SYMFONY_DEPRECATIONS_HELPER=weak do?,Reports deprecations but never fails the build<br><br>weak collects and prints deprecations without enforcing thresholds. disabled=1 turns collection off; max[...] enforces limits.,testing
The modern way to silence a single test's expected deprecations is…,The #[IgnoreDeprecations] attribute<br><br>Symfony\Bridge\PhpUnit\Attribute\IgnoreDeprecations replaces the old @group legacy for excluding a test&#x27;s deprecations from the report.,testing
Match the deprecation buckets correctly. Which statements are TRUE? (choose 3),"self = triggered by your own code's namespace ; direct = triggered by a dependency you called directly ; legacy = deprecations from tests marked legacy, never counted against thresholds<br><br>self is your code, direct is a dependency you call directly, indirect is deep inside a dependency&#x27;s internals, and legacy (marked tests) is excluded from thresholds. The two false options swap direct/indirect and mislabel indirect as your own setup.",testing
You want to assert that calling a method emits a specific deprecation. Which is correct in Symfony 8?,"use ExpectUserDeprecationMessageTrait; then $this->expectUserDeprecationMessage('Since app 2.0: ...') before the call<br><br>ExpectUserDeprecationMessageTrait::expectUserDeprecationMessage() is the current API for asserting an emitted E_USER_DEPRECATED message. The old ExpectDeprecationTrait::expectDeprecation() and the @expectedDeprecation annotation were removed in Symfony 7.0, and deprecations are not exceptions.",testing
What is the difference between weak and disabled=1?,"weak still collects and reports deprecations (just never fails); disabled=1 stops collection entirely<br><br>weak keeps collecting and printing the grouped report but never enforces a threshold, so you retain visibility. disabled=1 turns the handler off so nothing is collected or reported. The pair is a common trap when their behaviours are swapped; neither of them fails the build.",testing
"A legacy suite emits hundreds of known deprecations, but you want CI to fail only on NEW ones. What do you do?","Generate a baseline (baselineFile=...&generateBaseline=true), commit it, then run with baselineFile=... so only new deprecations fail<br><br>A baseline records currently-known deprecations to a JSON file that later runs ignore, so only new deprecations fail the build — and you shrink it over time. disabled=1 and weak both remove the safety net for new deprecations, and blanket #[IgnoreDeprecations] hides everything, including regressions.",testing
Which Twig delimiter executes a statement without printing anything?,"{% ... %}<br><br>{% %} runs tags/control flow, {{ }} prints an (escaped) expression, and {# #} is a comment that is stripped at compile time.",twig
What does {{ 7 // 2 }} output in Twig?,3<br><br>// is integer (floor) division in Twig; / performs float division and would return 3.5.,twig
"What is the result of {{ ""a"" ~ 1 + 1 }}?","""a2""<br><br>+ binds tighter than ~, so it evaluates as &quot;a&quot; ~ (1 + 1) =&gt; &quot;a&quot; ~ 2 =&gt; &quot;a2&quot;. ~ is string concatenation, not addition.",twig
How do you strip whitespace between HTML tags in current Twig 3.x?,{% apply spaceless %}...{% endapply %}<br><br>The {% spaceless %} tag was removed in Twig 3; use the spaceless filter via {% apply spaceless %} (or the {{- -}} whitespace modifiers).,twig
"For {{ user.name }}, in which order does Twig try to resolve the attribute?","$user['name'], then $user->name, then $user->name(), getName(), isName(), hasName()<br><br>Twig&#x27;s attribute resolver tries array/index access first, then a public property, then method calls name(), getName(), isName() and hasName(). Force pure array access with user[&#x27;name&#x27;] and dynamic names with attribute(user, key). A missing attribute yields null unless strict_variables is on.",twig
"What does {{ -5|abs }} produce, given filters bind tighter than any operator?","-5, because it parses as -(5|abs)<br><br>The pipe binds tighter than the unary minus, so the expression is -(5|abs) = -(5) = -5, not (-5)|abs. Wrap in parentheses — (-5)|abs — to get 5. This tight binding of filters is a recurring exam trap.",twig
"How is a Twig template turned into something executable, and what is cached?","It is lexed, parsed and compiled to a PHP class extending Twig\Template, cached under var/cache<br><br>Twig is a compiler: Environment::render() runs lex -&gt; parse -&gt; compile, emitting a PHP class extending Twig\Template whose doDisplay() contains echo statements. It is written once to var/cache/&lt;env&gt;/twig via FilesystemCache and reused, so runtime parsing cost is zero after the first compile.",twig
"With strict_variables enabled, what happens when you print an undefined variable {{ missing }}?","It throws a RuntimeError; without strict_variables it would silently print empty<br><br>With strict_variables on (recommended in dev), an undefined variable throws so typos surface early. In lenient mode (the default) it prints an empty string. Note a variable that resolves to null still prints empty even under strict_variables — strict_variables catches undefined, not null.",twig
True or false: {# ... #} comments are removed at compile time and never reach the browser.,"True<br><br>Twig {# #} comments are stripped during compilation and produce no output, unlike HTML &lt;!-- --&gt; comments which are sent to the client. Use {# #} for template notes you do not want leaking to users.",twig
"In Symfony, how is the default auto-escaping strategy chosen for a template?","Guessed from the template file extension (e.g. .html.twig => html)<br><br>TwigBundle configures autoescape to &#x27;name&#x27;, using FileExtensionEscapingStrategy::guess() so .html.twig escapes as html, .js.twig as js, .txt.twig not at all.",twig
"A value is placed inside <script>const x = ""..."";</script>. Which escape filter is correct?",|e('js')<br><br>A JavaScript string context requires the &#x27;js&#x27; strategy; HTML escaping does not neutralise the characters dangerous in JS.,twig
What does {% autoescape false %} ... {% endautoescape %} do?,"Disables auto-escaping inside the block (use for trusted content only)<br><br>It turns escaping off within the block, exactly like piping every value through |raw. Only use it for trusted/sanitised content.",twig
Which escaping filter is required for a value used inside an HTML attribute?,"|e('html_attr')<br><br>Attribute context needs the stricter html_attr encoder, which escapes spaces, =, backticks and other characters that html escaping leaves untouched.",twig
How much of a .txt.twig template's {{ }} output is auto-escaped by Symfony's default strategy?,"None — the .txt.twig extension maps to no escaping (false)<br><br>FileExtensionEscapingStrategy::guess() maps .txt.twig to false (no escaping), which is correct because plain-text output has no HTML context. The trap is assuming escaping is always html — it is chosen per extension, and .txt.twig escapes nothing.",twig
